Simulation created and run on: 
Fri Nov  4 09:23:42 2022


Time (s), Height (m), Velocity (m/s), Deployment Angle (radians)
3.43026, 1619.06, 218.116, 0
3.43049, 1619.11, 218.113, 0
3.43072, 1619.16, 218.109, 0
3.43095, 1619.21, 218.105, 0
3.43118, 1619.26, 218.101, 0
3.43141, 1619.31, 218.097, 0
3.43164, 1619.36, 218.094, 0
3.43187, 1619.41, 218.09, 0
3.4321, 1619.46, 218.086, 0
3.43232, 1619.51, 218.082, 0
3.43255, 1619.56, 218.078, 0
3.43278, 1619.61, 218.075, 0
3.43301, 1619.66, 218.071, 0
3.43324, 1619.71, 218.067, 0
3.43347, 1619.76, 218.063, 0
3.4337, 1619.81, 218.059, 0
3.43393, 1619.86, 218.055, 0
3.43416, 1619.91, 218.052, 0
3.43439, 1619.96, 218.048, 0
3.43462, 1620.01, 218.044, 0
3.43485, 1620.06, 218.04, 0
3.43508, 1620.11, 218.036, 0
3.43531, 1620.16, 218.033, 0
3.43553, 1620.21, 218.029, 0
3.43576, 1620.26, 218.025, 0
3.43599, 1620.31, 218.021, 0
3.43622, 1620.36, 218.017, 0
3.43645, 1620.41, 218.013, 0
3.43668, 1620.46, 218.01, 0
3.43691, 1620.51, 218.006, 0
3.43714, 1620.56, 218.002, 0
3.43737, 1620.61, 217.998, 0
3.4376, 1620.66, 217.994, 0
3.43783, 1620.71, 217.991, 0
3.43806, 1620.76, 217.987, 0
3.43829, 1620.81, 217.983, 0
3.43852, 1620.86, 217.979, 0
3.43875, 1620.91, 217.975, 0
3.43898, 1620.96, 217.972, 0
3.4392, 1621.01, 217.968, 0
3.43943, 1621.06, 217.964, 0
3.43966, 1621.11, 217.96, 0
3.43989, 1621.16, 217.956, 0
3.44012, 1621.21, 217.952, 0
3.44035, 1621.26, 217.949, 0
3.44058, 1621.31, 217.945, 0
3.44081, 1621.36, 217.941, 0
3.44104, 1621.41, 217.937, 0
3.44127, 1621.46, 217.933, 0
3.4415, 1621.51, 217.93, 0
3.44173, 1621.56, 217.926, 0
3.44196, 1621.61, 217.922, 0
3.44219, 1621.66, 217.918, 0
3.44242, 1621.71, 217.914, 0
3.44265, 1621.76, 217.911, 0
3.44288, 1621.81, 217.907, 0
3.44311, 1621.86, 217.903, 0
3.44333, 1621.91, 217.899, 0
3.44356, 1621.96, 217.895, 0
3.44379, 1622.01, 217.891, 0
3.44402, 1622.06, 217.888, 0
3.44425, 1622.11, 217.884, 0
3.44448, 1622.16, 217.88, 0
3.44471, 1622.21, 217.876, 0
3.44494, 1622.26, 217.872, 0
3.44517, 1622.31, 217.869, 0
3.4454, 1622.36, 217.865, 0
3.44563, 1622.41, 217.861, 0
3.44586, 1622.46, 217.857, 0
3.44609, 1622.51, 217.853, 0
3.44632, 1622.56, 217.849, 0
3.44655, 1622.61, 217.846, 0
3.44678, 1622.66, 217.842, 0
3.44701, 1622.71, 217.838, 0
3.44724, 1622.76, 217.834, 0
3.44747, 1622.81, 217.83, 0
3.4477, 1622.86, 217.827, 0
3.44792, 1622.91, 217.823, 0
3.44815, 1622.96, 217.819, 0
3.44838, 1623.01, 217.815, 0
3.44861, 1623.06, 217.811, 0
3.44884, 1623.11, 217.808, 0
3.44907, 1623.16, 217.804, 0
3.4493, 1623.21, 217.8, 0
3.44953, 1623.26, 217.796, 0
3.44976, 1623.31, 217.792, 0
3.44999, 1623.36, 217.788, 0
3.45022, 1623.41, 217.785, 0
3.45045, 1623.46, 217.781, 0
3.45068, 1623.51, 217.777, 0
3.45091, 1623.56, 217.773, 0
3.45114, 1623.61, 217.769, 0
3.45137, 1623.66, 217.766, 0
3.4516, 1623.71, 217.762, 0
3.45183, 1623.76, 217.758, 0
3.45206, 1623.81, 217.754, 0
3.45229, 1623.86, 217.75, 0
3.45252, 1623.91, 217.746, 0
3.45275, 1623.96, 217.743, 0
3.45298, 1624.01, 217.739, 0
3.45321, 1624.06, 217.735, 0
3.45343, 1624.11, 217.731, 0
3.45366, 1624.16, 217.727, 0
3.45389, 1624.21, 217.724, 0
3.45412, 1624.26, 217.72, 0
3.45435, 1624.31, 217.716, 0
3.45458, 1624.36, 217.712, 0
3.45481, 1624.41, 217.708, 0
3.45504, 1624.46, 217.705, 0
3.45527, 1624.51, 217.701, 0
3.4555, 1624.56, 217.697, 0
3.45573, 1624.61, 217.693, 0
3.45596, 1624.66, 217.689, 0
3.45619, 1624.71, 217.685, 0
3.45642, 1624.76, 217.682, 0
3.45665, 1624.81, 217.678, 0
3.45688, 1624.86, 217.674, 0
3.45711, 1624.91, 217.67, 0
3.45734, 1624.96, 217.666, 0
3.45757, 1625.01, 217.663, 0
3.4578, 1625.06, 217.659, 0
3.45803, 1625.11, 217.655, 0
3.45826, 1625.16, 217.651, 0
3.45849, 1625.21, 217.647, 0
3.45872, 1625.26, 217.644, 0
3.45895, 1625.31, 217.64, 0
3.45918, 1625.36, 217.636, 0
3.45941, 1625.41, 217.632, 0
3.45964, 1625.46, 217.628, 0
3.45987, 1625.51, 217.624, 0
3.4601, 1625.56, 217.621, 0
3.46033, 1625.61, 217.617, 0
3.46056, 1625.66, 217.613, 0
3.46079, 1625.71, 217.609, 0
3.46102, 1625.76, 217.605, 0
3.46125, 1625.81, 217.602, 0
3.46147, 1625.86, 217.598, 0
3.4617, 1625.91, 217.594, 0
3.46193, 1625.96, 217.59, 0
3.46216, 1626.01, 217.586, 0
3.46239, 1626.06, 217.582, 0
3.46262, 1626.11, 217.579, 0
3.46285, 1626.16, 217.575, 0
3.46308, 1626.21, 217.571, 0
3.46331, 1626.26, 217.567, 0
3.46354, 1626.31, 217.563, 0
3.46377, 1626.36, 217.56, 0
3.464, 1626.41, 217.556, 0
3.46423, 1626.46, 217.552, 0
3.46446, 1626.51, 217.548, 0
3.46469, 1626.56, 217.544, 0
3.46492, 1626.61, 217.541, 0
3.46515, 1626.66, 217.537, 0
3.46538, 1626.71, 217.533, 0
3.46561, 1626.76, 217.529, 0
3.46584, 1626.81, 217.525, 0
3.46607, 1626.86, 217.521, 0
3.4663, 1626.91, 217.518, 0
3.46653, 1626.96, 217.514, 0
3.46676, 1627.01, 217.51, 0
3.46699, 1627.06, 217.506, 0
3.46722, 1627.11, 217.502, 0
3.46745, 1627.16, 217.499, 0
3.46768, 1627.21, 217.495, 0
3.46791, 1627.26, 217.491, 0
3.46814, 1627.31, 217.487, 0
3.46837, 1627.36, 217.483, 0
3.4686, 1627.41, 217.479, 0
3.46883, 1627.46, 217.476, 0
3.46906, 1627.51, 217.472, 0
3.46929, 1627.56, 217.468, 0
3.46952, 1627.61, 217.464, 0
3.46975, 1627.66, 217.46, 0
3.46998, 1627.71, 217.457, 0
3.47021, 1627.76, 217.453, 0
3.47044, 1627.81, 217.449, 0
3.47067, 1627.86, 217.445, 0
3.4709, 1627.91, 217.441, 0
3.47113, 1627.96, 217.438, 0
3.47136, 1628.01, 217.434, 0
3.47159, 1628.06, 217.43, 0
3.47182, 1628.11, 217.426, 0
3.47205, 1628.16, 217.422, 0
3.47228, 1628.21, 217.418, 0
3.47251, 1628.26, 217.415, 0
3.47274, 1628.31, 217.411, 0
3.47297, 1628.36, 217.407, 0
3.4732, 1628.41, 217.403, 0
3.47343, 1628.46, 217.399, 0
3.47366, 1628.51, 217.396, 0
3.47389, 1628.56, 217.392, 0
3.47412, 1628.61, 217.388, 0
3.47435, 1628.66, 217.384, 0
3.47458, 1628.71, 217.38, 0
3.47481, 1628.76, 217.376, 0
3.47504, 1628.81, 217.373, 0
3.47527, 1628.86, 217.369, 0
3.4755, 1628.91, 217.365, 0
3.47573, 1628.96, 217.361, 0
3.47596, 1629.01, 217.357, 0
3.47619, 1629.06, 217.354, 0
3.47642, 1629.11, 217.35, 0
3.47665, 1629.16, 217.346, 0
3.47688, 1629.21, 217.342, 0
3.47711, 1629.26, 217.338, 0
3.47734, 1629.31, 217.335, 0
3.47757, 1629.36, 217.331, 0
3.4778, 1629.41, 217.327, 0
3.47803, 1629.46, 217.323, 0
3.47826, 1629.51, 217.319, 0
3.47849, 1629.56, 217.315, 0
3.47872, 1629.61, 217.312, 0
3.47895, 1629.66, 217.308, 0
3.47918, 1629.71, 217.304, 0
3.47941, 1629.76, 217.3, 0
3.47964, 1629.81, 217.296, 0
3.47987, 1629.86, 217.293, 0
3.4801, 1629.91, 217.289, 0
3.48033, 1629.96, 217.285, 0
3.48056, 1630.01, 217.281, 0
3.48079, 1630.06, 217.277, 0
3.48102, 1630.11, 217.274, 0
3.48125, 1630.16, 217.27, 0
3.48148, 1630.21, 217.266, 0
3.48171, 1630.26, 217.262, 0
3.48194, 1630.31, 217.258, 0
3.48217, 1630.36, 217.254, 0
3.4824, 1630.41, 217.251, 0
3.48263, 1630.46, 217.247, 0
3.48286, 1630.51, 217.243, 0
3.48309, 1630.56, 217.239, 0
3.48332, 1630.61, 217.235, 0
3.48355, 1630.66, 217.232, 0
3.48378, 1630.71, 217.228, 0
3.48401, 1630.76, 217.224, 0
3.48424, 1630.81, 217.22, 0
3.48447, 1630.86, 217.216, 0
3.4847, 1630.91, 217.212, 0
3.48493, 1630.96, 217.209, 0
3.48516, 1631.01, 217.205, 0
3.48539, 1631.06, 217.201, 0
3.48562, 1631.11, 217.197, 0
3.48585, 1631.16, 217.193, 0
3.48608, 1631.21, 217.19, 0
3.48632, 1631.26, 217.186, 0
3.48655, 1631.31, 217.182, 0
3.48678, 1631.36, 217.178, 0
3.48701, 1631.41, 217.174, 0
3.48724, 1631.46, 217.171, 0
3.48747, 1631.51, 217.167, 0
3.4877, 1631.56, 217.163, 0
3.48793, 1631.61, 217.159, 0
3.48816, 1631.66, 217.155, 0
3.48839, 1631.71, 217.151, 0
3.48862, 1631.76, 217.148, 0
3.48885, 1631.81, 217.144, 0
3.48908, 1631.86, 217.14, 0
3.48931, 1631.91, 217.136, 0
3.48954, 1631.96, 217.132, 0
3.48977, 1632.01, 217.129, 0
3.49, 1632.06, 217.125, 0
3.49023, 1632.11, 217.121, 0
3.49046, 1632.16, 217.117, 0
3.49069, 1632.21, 217.113, 0
3.49092, 1632.26, 217.109, 0
3.49115, 1632.31, 217.106, 0
3.49138, 1632.36, 217.102, 0
3.49161, 1632.41, 217.098, 0
3.49184, 1632.46, 217.094, 0
3.49207, 1632.51, 217.09, 0
3.4923, 1632.56, 217.087, 0
3.49253, 1632.61, 217.083, 0
3.49276, 1632.66, 217.079, 0
3.49299, 1632.71, 217.075, 0
3.49322, 1632.76, 217.071, 0
3.49345, 1632.81, 217.068, 0
3.49368, 1632.86, 217.064, 0
3.49391, 1632.91, 217.06, 0
3.49414, 1632.96, 217.056, 0
3.49438, 1633.01, 217.052, 0
3.49461, 1633.06, 217.048, 0
3.49484, 1633.11, 217.045, 0
3.49507, 1633.16, 217.041, 0
3.4953, 1633.21, 217.037, 0
3.49553, 1633.26, 217.033, 0
3.49576, 1633.31, 217.029, 0
3.49599, 1633.36, 217.026, 0
3.49622, 1633.41, 217.022, 0
3.49645, 1633.46, 217.018, 0
3.49668, 1633.51, 217.014, 0
3.49691, 1633.56, 217.01, 0
3.49714, 1633.61, 217.006, 0
3.49737, 1633.66, 217.003, 0
3.4976, 1633.71, 216.999, 0
3.49783, 1633.76, 216.995, 0
3.49806, 1633.81, 216.991, 0
3.49829, 1633.86, 216.987, 0
3.49852, 1633.91, 216.984, 0
3.49875, 1633.96, 216.98, 0
3.49898, 1634.01, 216.976, 0
3.49921, 1634.06, 216.972, 0
3.49944, 1634.11, 216.968, 0
3.49967, 1634.16, 216.965, 0
3.49991, 1634.21, 216.961, 0
3.50014, 1634.26, 216.957, 0
3.50037, 1634.31, 216.953, 0
3.5006, 1634.36, 216.949, 0
3.50083, 1634.41, 216.945, 0
3.50106, 1634.46, 216.942, 0
3.50129, 1634.51, 216.938, 0
3.50152, 1634.56, 216.934, 0
3.50175, 1634.61, 216.93, 0
3.50198, 1634.66, 216.926, 0
3.50221, 1634.71, 216.923, 0
3.50244, 1634.76, 216.919, 0
3.50267, 1634.81, 216.915, 0
3.5029, 1634.86, 216.911, 0
3.50313, 1634.91, 216.907, 0
3.50336, 1634.96, 216.903, 0
3.50359, 1635.01, 216.9, 0
3.50382, 1635.06, 216.896, 0
3.50405, 1635.11, 216.892, 0
3.50428, 1635.16, 216.888, 0
3.50452, 1635.21, 216.884, 0
3.50475, 1635.26, 216.881, 0
3.50498, 1635.31, 216.877, 0
3.50521, 1635.36, 216.873, 0
3.50544, 1635.41, 216.869, 0
3.50567, 1635.46, 216.865, 0
3.5059, 1635.51, 216.862, 0
3.50613, 1635.56, 216.858, 0
3.50636, 1635.61, 216.854, 0
3.50659, 1635.66, 216.85, 0
3.50682, 1635.71, 216.846, 0
3.50705, 1635.76, 216.842, 0
3.50728, 1635.81, 216.839, 0
3.50751, 1635.86, 216.835, 0
3.50774, 1635.91, 216.831, 0
3.50797, 1635.96, 216.827, 0
3.5082, 1636.01, 216.823, 0
3.50843, 1636.06, 216.82, 0
3.50867, 1636.11, 216.816, 0
3.5089, 1636.16, 216.812, 0
3.50913, 1636.21, 216.808, 0
3.50936, 1636.26, 216.804, 0
3.50959, 1636.31, 216.801, 0
3.50982, 1636.36, 216.797, 0
3.51005, 1636.41, 216.793, 0
3.51028, 1636.46, 216.789, 0
3.51051, 1636.51, 216.785, 0
3.51074, 1636.56, 216.781, 0
3.51097, 1636.61, 216.778, 0
3.5112, 1636.66, 216.774, 0
3.51143, 1636.71, 216.77, 0
3.51166, 1636.76, 216.766, 0
3.51189, 1636.81, 216.762, 0
3.51213, 1636.86, 216.759, 0
3.51236, 1636.91, 216.755, 0
3.51259, 1636.96, 216.751, 0
3.51282, 1637.01, 216.747, 0
3.51305, 1637.06, 216.743, 0
3.51328, 1637.11, 216.739, 0
3.51351, 1637.16, 216.736, 0
3.51374, 1637.21, 216.732, 0
3.51397, 1637.26, 216.728, 0
3.5142, 1637.31, 216.724, 0
3.51443, 1637.36, 216.72, 0
3.51466, 1637.41, 216.717, 0
3.51489, 1637.46, 216.713, 0
3.51512, 1637.51, 216.709, 0
3.51535, 1637.56, 216.705, 0
3.51559, 1637.61, 216.701, 0
3.51582, 1637.66, 216.698, 0
3.51605, 1637.71, 216.694, 0
3.51628, 1637.76, 216.69, 0
3.51651, 1637.81, 216.686, 0
3.51674, 1637.86, 216.682, 0
3.51697, 1637.91, 216.678, 0
3.5172, 1637.96, 216.675, 0
3.51743, 1638.01, 216.671, 0
3.51766, 1638.06, 216.667, 0
3.51789, 1638.11, 216.663, 0
3.51812, 1638.16, 216.659, 0
3.51835, 1638.21, 216.656, 0
3.51859, 1638.26, 216.652, 0
3.51882, 1638.31, 216.648, 0
3.51905, 1638.36, 216.644, 0
3.51928, 1638.41, 216.64, 0
3.51951, 1638.46, 216.636, 0
3.51974, 1638.51, 216.633, 0
3.51997, 1638.56, 216.629, 0
3.5202, 1638.61, 216.625, 0
3.52043, 1638.66, 216.621, 0
3.52066, 1638.71, 216.617, 0
3.52089, 1638.76, 216.614, 0
3.52112, 1638.81, 216.61, 0
3.52136, 1638.86, 216.606, 0
3.52159, 1638.91, 216.602, 0
3.52182, 1638.96, 216.598, 0
3.52205, 1639.01, 216.595, 0
3.52228, 1639.06, 216.591, 0
3.52251, 1639.11, 216.587, 0
3.52274, 1639.16, 216.583, 0
3.52297, 1639.21, 216.579, 0
3.5232, 1639.26, 216.575, 0
3.52343, 1639.31, 216.572, 0
3.52366, 1639.36, 216.568, 0
3.52389, 1639.41, 216.564, 0
3.52413, 1639.46, 216.56, 0
3.52436, 1639.51, 216.556, 0
3.52459, 1639.56, 216.553, 0
3.52482, 1639.61, 216.549, 0
3.52505, 1639.66, 216.545, 0
3.52528, 1639.71, 216.541, 0
3.52551, 1639.76, 216.537, 0
3.52574, 1639.81, 216.533, 0
3.52597, 1639.86, 216.53, 0
3.5262, 1639.91, 216.526, 0
3.52643, 1639.96, 216.522, 0
3.52667, 1640.01, 216.518, 0
3.5269, 1640.06, 216.514, 0
3.52713, 1640.11, 216.511, 0
3.52736, 1640.16, 216.507, 0
3.52759, 1640.21, 216.503, 0
3.52782, 1640.26, 216.499, 0
3.52805, 1640.31, 216.495, 0
3.52828, 1640.36, 216.492, 0
3.52851, 1640.41, 216.488, 0
3.52874, 1640.46, 216.484, 0
3.52898, 1640.51, 216.48, 0
3.52921, 1640.56, 216.476, 0
3.52944, 1640.61, 216.472, 0
3.52967, 1640.66, 216.469, 0
3.5299, 1640.71, 216.465, 0
3.53013, 1640.76, 216.461, 0
3.53036, 1640.81, 216.457, 0
3.53059, 1640.86, 216.453, 0
3.53082, 1640.91, 216.45, 0
3.53105, 1640.96, 216.446, 0
3.53128, 1641.01, 216.442, 0
3.53152, 1641.06, 216.438, 0
3.53175, 1641.11, 216.434, 0
3.53198, 1641.16, 216.43, 0
3.53221, 1641.21, 216.427, 0
3.53244, 1641.26, 216.423, 0
3.53267, 1641.31, 216.419, 0
3.5329, 1641.36, 216.415, 0
3.53313, 1641.41, 216.411, 0
3.53336, 1641.46, 216.408, 0
3.5336, 1641.51, 216.404, 0
3.53383, 1641.56, 216.4, 0
3.53406, 1641.61, 216.396, 0
3.53429, 1641.66, 216.392, 0
3.53452, 1641.71, 216.389, 0
3.53475, 1641.76, 216.385, 0
3.53498, 1641.81, 216.381, 0
3.53521, 1641.86, 216.377, 0
3.53544, 1641.91, 216.373, 0
3.53567, 1641.96, 216.369, 0
3.53591, 1642.01, 216.366, 0
3.53614, 1642.06, 216.362, 0
3.53637, 1642.11, 216.358, 0
3.5366, 1642.16, 216.354, 0
3.53683, 1642.21, 216.35, 0
3.53706, 1642.26, 216.347, 0
3.53729, 1642.31, 216.343, 0
3.53752, 1642.36, 216.339, 0
3.53775, 1642.41, 216.335, 0
3.53799, 1642.46, 216.331, 0
3.53822, 1642.51, 216.327, 0
3.53845, 1642.56, 216.324, 0
3.53868, 1642.61, 216.32, 0
3.53891, 1642.66, 216.316, 0
3.53914, 1642.71, 216.312, 0
3.53937, 1642.76, 216.308, 0
3.5396, 1642.81, 216.305, 0
3.53984, 1642.86, 216.301, 0
3.54007, 1642.91, 216.297, 0
3.5403, 1642.96, 216.293, 0
3.54053, 1643.01, 216.289, 0
3.54076, 1643.06, 216.286, 0
3.54099, 1643.11, 216.282, 0
3.54122, 1643.16, 216.278, 0
3.54145, 1643.21, 216.274, 0
3.54168, 1643.26, 216.27, 0
3.54192, 1643.31, 216.266, 0
3.54215, 1643.36, 216.263, 0
3.54238, 1643.41, 216.259, 0
3.54261, 1643.46, 216.255, 0
3.54284, 1643.51, 216.251, 0
3.54307, 1643.56, 216.247, 0
3.5433, 1643.61, 216.244, 0
3.54353, 1643.66, 216.24, 0
3.54377, 1643.71, 216.236, 0
3.544, 1643.76, 216.232, 0
3.54423, 1643.81, 216.228, 0
3.54446, 1643.86, 216.224, 0
3.54469, 1643.91, 216.221, 0
3.54492, 1643.96, 216.217, 0
3.54515, 1644.01, 216.213, 0
3.54538, 1644.06, 216.209, 0
3.54562, 1644.11, 216.205, 0
3.54585, 1644.16, 216.202, 0
3.54608, 1644.21, 216.198, 0
3.54631, 1644.26, 216.194, 0
3.54654, 1644.31, 216.19, 0
3.54677, 1644.36, 216.186, 0
3.547, 1644.41, 216.183, 0
3.54723, 1644.46, 216.179, 0
3.54747, 1644.51, 216.175, 0
3.5477, 1644.56, 216.171, 0
3.54793, 1644.61, 216.167, 0
3.54816, 1644.66, 216.163, 0
3.54839, 1644.71, 216.16, 0
3.54862, 1644.76, 216.156, 0
3.54885, 1644.81, 216.152, 0
3.54908, 1644.86, 216.148, 0
3.54932, 1644.91, 216.144, 0
3.54955, 1644.96, 216.141, 0
3.54978, 1645.01, 216.137, 0
3.55001, 1645.06, 216.133, 0
3.55024, 1645.11, 216.129, 0
3.55047, 1645.16, 216.125, 0
3.5507, 1645.21, 216.121, 0
3.55094, 1645.26, 216.118, 0
3.55117, 1645.31, 216.114, 0
3.5514, 1645.36, 216.11, 0
3.55163, 1645.41, 216.106, 0
3.55186, 1645.46, 216.102, 0
3.55209, 1645.51, 216.099, 0
3.55232, 1645.56, 216.095, 0
3.55256, 1645.61, 216.091, 0
3.55279, 1645.66, 216.087, 0
3.55302, 1645.71, 216.083, 0
3.55325, 1645.76, 216.08, 0
3.55348, 1645.81, 216.076, 0
3.55371, 1645.86, 216.072, 0
3.55394, 1645.91, 216.068, 0
3.55417, 1645.96, 216.064, 0
3.55441, 1646.01, 216.06, 0
3.55464, 1646.06, 216.057, 0
3.55487, 1646.11, 216.053, 0
3.5551, 1646.16, 216.049, 0
3.55533, 1646.21, 216.045, 0
3.55556, 1646.26, 216.041, 0
3.55579, 1646.31, 216.038, 0
3.55603, 1646.36, 216.034, 0
3.55626, 1646.41, 216.03, 0
3.55649, 1646.46, 216.026, 0
3.55672, 1646.51, 216.022, 0
3.55695, 1646.56, 216.018, 0
3.55718, 1646.61, 216.015, 0
3.55742, 1646.66, 216.011, 0
3.55765, 1646.71, 216.007, 0
3.55788, 1646.76, 216.003, 0
3.55811, 1646.81, 215.999, 0
3.55834, 1646.86, 215.996, 0
3.55857, 1646.91, 215.992, 0
3.5588, 1646.96, 215.988, 0
3.55904, 1647.01, 215.984, 0
3.55927, 1647.06, 215.98, 0
3.5595, 1647.11, 215.977, 0
3.55973, 1647.16, 215.973, 0
3.55996, 1647.21, 215.969, 0
3.56019, 1647.26, 215.965, 0
3.56042, 1647.31, 215.961, 0
3.56066, 1647.36, 215.957, 0
3.56089, 1647.41, 215.954, 0
3.56112, 1647.46, 215.95, 0
3.56135, 1647.51, 215.946, 0
3.56158, 1647.56, 215.942, 0
3.56181, 1647.61, 215.938, 0
3.56205, 1647.66, 215.935, 0
3.56228, 1647.71, 215.931, 0
3.56251, 1647.76, 215.927, 0
3.56274, 1647.81, 215.923, 0
3.56297, 1647.86, 215.919, 0
3.5632, 1647.91, 215.915, 0
3.56343, 1647.96, 215.912, 0
3.56367, 1648.01, 215.908, 0
3.5639, 1648.06, 215.904, 0
3.56413, 1648.11, 215.9, 0
3.56436, 1648.16, 215.896, 0
3.56459, 1648.21, 215.893, 0
3.56482, 1648.26, 215.889, 0
3.56506, 1648.31, 215.885, 0
3.56529, 1648.36, 215.881, 0
3.56552, 1648.41, 215.877, 0
3.56575, 1648.46, 215.873, 0
3.56598, 1648.51, 215.87, 0
3.56621, 1648.56, 215.866, 0
3.56645, 1648.61, 215.862, 0
3.56668, 1648.66, 215.858, 0
3.56691, 1648.71, 215.854, 0
3.56714, 1648.76, 215.851, 0
3.56737, 1648.81, 215.847, 0
3.5676, 1648.86, 215.843, 0
3.56784, 1648.91, 215.839, 0
3.56807, 1648.96, 215.835, 0
3.5683, 1649.01, 215.832, 0
3.56853, 1649.06, 215.828, 0
3.56876, 1649.11, 215.824, 0
3.56899, 1649.16, 215.82, 0
3.56923, 1649.21, 215.816, 0
3.56946, 1649.26, 215.812, 0
3.56969, 1649.31, 215.809, 0
3.56992, 1649.36, 215.805, 0
3.57015, 1649.41, 215.801, 0
3.57038, 1649.46, 215.797, 0
3.57062, 1649.51, 215.793, 0
3.57085, 1649.56, 215.79, 0
3.57108, 1649.61, 215.786, 0
3.57131, 1649.66, 215.782, 0
3.57154, 1649.71, 215.778, 0
3.57177, 1649.76, 215.774, 0
3.57201, 1649.81, 215.77, 0
3.57224, 1649.86, 215.767, 0
3.57247, 1649.91, 215.763, 0
3.5727, 1649.96, 215.759, 0
3.57293, 1650.01, 215.755, 0
3.57316, 1650.06, 215.751, 0
3.5734, 1650.11, 215.748, 0
3.57363, 1650.16, 215.744, 0
3.57386, 1650.21, 215.74, 0
3.57409, 1650.26, 215.736, 0
3.57432, 1650.31, 215.732, 0
3.57456, 1650.36, 215.729, 0
3.57479, 1650.41, 215.725, 0
3.57502, 1650.46, 215.721, 0
3.57525, 1650.51, 215.717, 0
3.57548, 1650.56, 215.713, 0
3.57571, 1650.61, 215.709, 0
3.57595, 1650.66, 215.706, 0
3.57618, 1650.71, 215.702, 0
3.57641, 1650.76, 215.698, 0
3.57664, 1650.81, 215.694, 0
3.57687, 1650.86, 215.69, 0
3.57711, 1650.91, 215.687, 0
3.57734, 1650.96, 215.683, 0
3.57757, 1651.01, 215.679, 0
3.5778, 1651.06, 215.675, 0
3.57803, 1651.11, 215.671, 0
3.57826, 1651.16, 215.667, 0
3.5785, 1651.21, 215.664, 0
3.57873, 1651.26, 215.66, 0
3.57896, 1651.31, 215.656, 0
3.57919, 1651.36, 215.652, 0
3.57942, 1651.41, 215.648, 0
3.57966, 1651.46, 215.645, 0
3.57989, 1651.51, 215.641, 0
3.58012, 1651.56, 215.637, 0
3.58035, 1651.61, 215.633, 0
3.58058, 1651.66, 215.629, 0
3.58081, 1651.71, 215.626, 0
3.58105, 1651.76, 215.622, 0
3.58128, 1651.81, 215.618, 0
3.58151, 1651.86, 215.614, 0
3.58174, 1651.91, 215.61, 0
3.58197, 1651.96, 215.606, 0
3.58221, 1652.01, 215.603, 0
3.58244, 1652.06, 215.599, 0
3.58267, 1652.11, 215.595, 0
3.5829, 1652.16, 215.591, 0
3.58313, 1652.21, 215.587, 0
3.58337, 1652.26, 215.584, 0
3.5836, 1652.31, 215.58, 0
3.58383, 1652.36, 215.576, 0
3.58406, 1652.41, 215.572, 0
3.58429, 1652.46, 215.568, 0
3.58453, 1652.51, 215.564, 0
3.58476, 1652.56, 215.561, 0
3.58499, 1652.61, 215.557, 0
3.58522, 1652.66, 215.553, 0
3.58545, 1652.71, 215.549, 0
3.58569, 1652.76, 215.545, 0
3.58592, 1652.81, 215.542, 0
3.58615, 1652.86, 215.538, 0
3.58638, 1652.91, 215.534, 0
3.58661, 1652.96, 215.53, 0
3.58685, 1653.01, 215.526, 0
3.58708, 1653.06, 215.523, 0
3.58731, 1653.11, 215.519, 0
3.58754, 1653.16, 215.515, 0
3.58777, 1653.21, 215.511, 0
3.58801, 1653.26, 215.507, 0
3.58824, 1653.31, 215.503, 0
3.58847, 1653.36, 215.5, 0
3.5887, 1653.41, 215.496, 0
3.58893, 1653.46, 215.492, 0
3.58917, 1653.51, 215.488, 0
3.5894, 1653.56, 215.484, 0
3.58963, 1653.61, 215.481, 0
3.58986, 1653.66, 215.477, 0
3.59009, 1653.71, 215.473, 0
3.59033, 1653.76, 215.469, 0
3.59056, 1653.81, 215.465, 0
3.59079, 1653.86, 215.461, 0
3.59102, 1653.91, 215.458, 0
3.59125, 1653.96, 215.454, 0
3.59149, 1654.01, 215.45, 0
3.59172, 1654.06, 215.446, 0
3.59195, 1654.11, 215.442, 0
3.59218, 1654.16, 215.439, 0
3.59241, 1654.21, 215.435, 0
3.59265, 1654.26, 215.431, 0
3.59288, 1654.31, 215.427, 0
3.59311, 1654.36, 215.423, 0
3.59334, 1654.41, 215.419, 0
3.59357, 1654.46, 215.416, 0
3.59381, 1654.51, 215.412, 0
3.59404, 1654.56, 215.408, 0
3.59427, 1654.61, 215.404, 0
3.5945, 1654.66, 215.4, 0
3.59474, 1654.71, 215.397, 0
3.59497, 1654.76, 215.393, 0
3.5952, 1654.81, 215.389, 0
3.59543, 1654.86, 215.385, 0
3.59566, 1654.91, 215.381, 0
3.5959, 1654.96, 215.378, 0
3.59613, 1655.01, 215.374, 0
3.59636, 1655.06, 215.37, 0
3.59659, 1655.11, 215.366, 0
3.59682, 1655.16, 215.362, 0
3.59706, 1655.21, 215.358, 0
3.59729, 1655.26, 215.355, 0
3.59752, 1655.31, 215.351, 0
3.59775, 1655.36, 215.347, 0
3.59799, 1655.41, 215.343, 0
3.59822, 1655.46, 215.339, 0
3.59845, 1655.51, 215.336, 0
3.59868, 1655.56, 215.332, 0
3.59891, 1655.61, 215.328, 0
3.59915, 1655.66, 215.324, 0
